place,title,time,pay,date
서울 강남구, 호텔신라 VANTT,05:00~22:00,"시급8,590",9분전
서울 서초구, 호텔신라_서초레포츠,04:00~22:00,"시급8,590",15분전
서울 강남구, 호텔신라,09:00~18:00,"시급8,590",21분전
서울 서초구, 호텔신라_서초레포츠,09:00~18:00,"시급8,590",23분전
서울 서초구, 호텔신라_서초레포츠,09:00~18:00,"월급2,000,000",3시간전
