place,title,time,pay,date
서울 영등포, 슈마커 여의도IFC몰점,15:00~22:00,"월급1,343,650",32분전
서울 영등포, 슈마커 여의도IFC몰점,15:00~22:00,"월급1,343,650",4시간전
전북 전주시, 슈마커 전주객사점(직),11:00~21:30,"월급2,076,900",6시간전
경기 안산시, 슈마커,10:00~19:00,"월급1,900,000",11/21
서울 강서구, 슈마커 NC강서점,14:00~19:00,"시급9,000",11/19
인천 부평구, (주)에스엠케이티앤아이,시간협의,"시급8,600",11/15
서울 강서구, 슈마커 NC강서점,14:00~19:00,"시급9,000",11/12
서울 강서구, 슈마커 NC강서점,14:00~19:00,"시급9,000",11/12
부산 금정구, (주)에스엠케이티앤아이,11:00~21:30,"월급2,000,000",11/10
