place,title,time,pay,date
전북 정읍시, 대교 눈높이 정읍BL사업국,13:00~21:00,"월급2,300,000",32분전
경기 안산시, 대교 눈높이 한신 러닝센터,13:00~21:00,"월급2,500,000",37분전
경기 안산시, 대교 눈높이 한신 러닝센터,13:00~21:00,"월급2,500,000",37분전
경기 안산시, 대교 눈높이 한신 러닝센터,13:00~21:00,"월급2,500,000",37분전
경기 안산시, 대교 눈높이 한신 러닝센터,13:00~21:00,"월급2,500,000",37분전
경기 여주시, 대교 눈높이 여주HL사업국,14:00~21:00,"월급2,500,000",40분전
경기 전체, 대교 눈높이 양동HL사업국,14:00~21:00,"월급2,500,000",45분전
서울 서초구, 대교 눈높이 서초HL사업국,14:00~20:00,"월급2,500,000",45분전
서울 중랑구, 대교 눈높이 중랑월계HL사업국,11:00~20:00,"월급2,000,000",1시간전
경기 양주시, 대교 눈높이 양주고읍 러닝센터,11:00~20:00,"월급2,000,000",1시간전
경기 파주시, 대교 눈높이 금촌 러닝센터,11:00~20:00,"월급2,000,000",1시간전
인천 계양구, 대교 눈높이 인천북부HL사업국,시간협의,"월급3,000,000",2시간전
경기 고양시, 대교 눈높이 일산HL사업국,13:00~21:00,"월급2,000,000",2시간전
울산 북구, 대교 눈높이 무룡 러닝센터,시간협의,"월급2,000,000",2시간전
경기 용인시, 대교 눈높이 동백HL사업국,02:00~21:00,"월급2,000,000",3시간전
서울 강남구, 대교 눈높이 삼성HL사업국,12:00~21:00,"월급2,000,000",3시간전
서울 송파구, 대교 눈높이 잠실HL사업국,14:00~21:00,"월급2,000,000",3시간전
경남 진주시, 대교 눈높이 진주HL사업국,14:00~21:00,"월급2,000,000",3시간전
경기 수원시, 대교 눈높이 수원북부HL사업국,14:00~22:00,"월급2,000,000",4시간전
경기 용인시, 대교 눈높이 수지HL사업국,14:00~21:00,"월급2,000,000",4시간전
울산 북구, 대교 눈높이 블루마 러닝센터,시간협의,"월급2,000,000",5시간전
울산 북구, 대교 눈높이 월드 러닝센터,11:00~20:00,"월급2,000,000",5시간전
경기 이천시, 대교 눈높이 이천북부HL사업국,14:00~21:00,"월급2,000,000",5시간전
경남 진주시, 대교 눈높이 평거 러닝센터,11:00~20:00,"월급1,500,000",5시간전
경남 양산시, 대교 눈높이 양산남부 러닝센터,10:00~20:00,"월급2,000,000",5시간전
서울 동작구, 대교 눈높이 성대 러닝센터,12:00~08:00,"월급2,500,000",6시간전
경기 김포시, 대교 눈높이 김포호수 러닝센터,11:00~20:00,"월급2,000,000",6시간전
서울 노원구, 대교 눈높이 공릉 러닝센터,13:00~20:30,"월급2,000,000",6시간전
서울 성동구, 대교 눈높이 무학 러닝센터,13:00~20:30,"월급2,000,000",6시간전
서울 성북구, 대교 눈높이 정릉 러닝센터,13:00~20:30,"월급2,000,000",6시간전
서울 성북구, 대교 눈높이 정릉 러닝센터,12:30~06:00,"시급8,600",6시간전
경기 안산시, 대교 눈높이 안산상록HL사업국,11:00~19:30,"월급2,500,000",6시간전
서울 영등포, 대교 눈높이 문래 러닝센터,11:00~20:30,"월급2,000,000",7시간전
인천 중구, 대교 눈높이 영종국제BL사업국,11:00~20:00,"월급2,300,000",7시간전
인천 중구, 대교 눈높이 영종국제BL사업국,11:00~20:00,"월급2,300,000",7시간전
인천 중구, 대교 눈높이 영종국제BL사업국,11:00~20:00,"월급2,300,000",7시간전
경기 수원시, 대교 눈높이 원천 러닝센터,13:00~21:00,"월급2,500,000",7시간전
경기 용인시, 대교 눈높이 기흥 러닝센터,11:00~20:00,"월급2,000,000",7시간전
경기 용인시, 대교 눈높이 동백중동 러닝센터,11:00~20:00,"월급2,000,000",7시간전
전남 해남군, 대교 눈높이 해남HL사업국,13:00~21:00,"월급2,000,000",7시간전
경기 안산시, 대교 눈높이 한신 러닝센터,13:00~21:00,"월급2,500,000",37분전
